Customer ID,Customer Name,Age Group,Gender,Region,Product Category,Sales Amount,Profit,Purchase Date,Discount (%),Payment Method,Customer Loyalty Level,Customer Satisfaction Score
231,Melinda Pearson,26-35,Female,Asia,Toys,1850.98,1275.28,05-06-2024,9.13,Cash,Gold,2.8
232,Jason Cunningham,36-45,Male,Africa,Clothing,2373.46,1194.11,16-07-2024,12.96,Digital Wallet,Gold,1.5
233,Johnny Perry,60+,Other,Australia,Sports,2447.64,1051.04,30-10-2024,29.25,Bank Transfer,Platinum,3.6
234,Mrs. Michele Harris,26-35,Other,North America,Sports,4104.92,65.29,01-08-2024,14.2,Cash,Platinum,1.1
235,Dr. William Navarro,26-35,Other,Africa,Furniture,4997.13,462.26,17-10-2024,16.86,Cash,Gold,4.4
236,Nancy Hammond,46-60,Female,North America,Sports,2369.85,547.09,08-08-2024,17.26,Digital Wallet,Platinum,1
237,Rhonda Ramirez,60+,Other,Europe,Books,1125.97,174.3,11-01-2024,23.92,Bank Transfer,Platinum,4.9
238,Mark Noble,26-35,Female,North America,Groceries,2818.04,1066.81,29-09-2024,14.3,Credit Card,Platinum,2.1
239,Mary Martinez,26-35,Male,Europe,Groceries,2596.45,541.65,29-01-2024,29.04,Bank Transfer,Bronze,3.5
240,David Newton,60+,Other,Africa,Books,4418.15,673.7,05-03-2024,26.01,Credit Card,Bronze,3.9
241,Natalie Howe,60+,Female,Africa,Toys,375.92,680.72,01-06-2024,18.84,Digital Wallet,Bronze,4.2
242,Timothy Salazar,18-25,Male,North America,Sports,2268.56,163.91,11-01-2024,6.51,Debit Card,Silver,4.7
243,Brian Ruiz,18-25,Male,Europe,Toys,290.55,562.9,09-06-2024,8.21,Digital Wallet,Gold,3.9
244,Terri Williams,26-35,Male,North America,Clothing,4678.93,957.51,15-01-2024,21.04,Credit Card,Bronze,3.2
245,Dr. Sandra Smith,46-60,Male,Australia,Sports,1291.22,602.76,24-05-2024,18.96,Bank Transfer,Gold,2.6
246,Douglas Lewis,60+,Male,North America,Groceries,3693.25,1079.32,20-08-2024,6.27,Digital Wallet,Bronze,4.6
247,Bradley Marshall,36-45,Male,Asia,Clothing,1295.04,1084.09,06-08-2024,18.26,Cash,Platinum,2.7
248,Elizabeth Lewis,26-35,Female,Europe,Electronics,1429.07,307.05,11-06-2024,21.11,Debit Card,Silver,1.7
249,Christopher Patel,18-25,Male,Asia,Electronics,4003.29,981.62,20-02-2024,8.65,Debit Card,Bronze,1.5
250,Kristen Spencer,26-35,Male,Asia,Furniture,3691.04,324.54,24-09-2024,18.91,Digital Wallet,Bronze,3.1
251,Mrs. Christine Jordan,18-25,Male,Australia,Electronics,864.52,21.33,16-11-2024,5.59,Debit Card,Silver,2.9
252,Sean Collins,36-45,Female,Africa,Sports,4319.76,106.05,05-05-2024,12.31,Credit Card,Bronze,1.2
253,Kelsey Baker,60+,Male,Africa,Furniture,3508.35,429.56,01-02-2024,13.36,Bank Transfer,Silver,4
254,Raymond Diaz,60+,Female,Africa,Groceries,1182.84,262.07,13-02-2024,17.8,Cash,Platinum,2.3
255,Carla Johnson,36-45,Male,Asia,Electronics,1085.8,198.47,24-05-2024,27.84,Digital Wallet,Gold,2.6
256,Krista Ramos,60+,Female,Asia,Books,3795.68,322.77,09-02-2024,27.18,Bank Transfer,Gold,2.1
257,Anthony Adams,26-35,Female,Australia,Clothing,1368.43,546.76,16-04-2024,21.72,Cash,Silver,3.7
258,Bill Sanders,36-45,Other,Asia,Furniture,1622.18,1483.22,19-02-2024,7.67,Credit Card,Gold,1.8
259,Danny Ellison,18-25,Male,Europe,Books,2323.3,1013.95,06-03-2024,10.51,Digital Wallet,Bronze,4.7
260,Andrew Clark,46-60,Female,North America,Sports,3961.19,1191.61,04-01-2024,17.11,Debit Card,Bronze,1.7
261,Maria Adams,60+,Other,Asia,Sports,1049.48,509.86,22-07-2024,1.29,Bank Transfer,Gold,2.7
262,Lisa Rodriguez,36-45,Other,Africa,Clothing,4558.65,1116.97,04-05-2024,9.22,Cash,Platinum,4.6
263,Richard Skinner,26-35,Male,North America,Sports,2138.57,1030.43,17-05-2024,15.79,Digital Wallet,Gold,4.6
264,Robert Welch,46-60,Other,North America,Clothing,4574.49,423.62,24-09-2024,26.09,Debit Card,Bronze,2.1
265,Russell Rodriguez,18-25,Other,North America,Sports,64.5,521.57,05-12-2024,10.83,Cash,Platinum,3.8
266,George Simpson,36-45,Male,North America,Electronics,344.6,809.43,24-09-2024,10.09,Debit Card,Gold,3.5
267,Daniel Duke,18-25,Male,Australia,Sports,1567.92,1206.89,29-04-2024,17.58,Cash,Bronze,2.2
268,Patrick Warner,26-35,Female,Africa,Sports,1680.12,1496.3,07-01-2024,27.95,Debit Card,Platinum,2.5
269,Amber Watkins,36-45,Male,Australia,Clothing,2729.88,873.84,15-08-2024,21.11,Bank Transfer,Silver,1.7
270,Ms. Pamela York,18-25,Male,Asia,Sports,136.39,616.97,29-03-2024,25.97,Bank Transfer,Platinum,4.6
271,Melissa Nelson,60+,Male,Asia,Sports,2115.17,412.81,09-12-2024,19.4,Bank Transfer,Bronze,1.1
272,Sarah Gordon,18-25,Female,Europe,Toys,1895.34,1297.19,09-06-2024,27.68,Digital Wallet,Gold,4.5
273,Rodney King,36-45,Other,Australia,Sports,3376.05,1232.91,08-09-2024,26.51,Credit Card,Bronze,1.1
274,Pamela Smith,60+,Female,Africa,Electronics,1893.34,170.11,25-07-2024,9.7,Digital Wallet,Gold,3.9
275,William Reyes,46-60,Other,Europe,Books,1688.15,48.85,11-10-2024,4.17,Cash,Silver,1.4
276,Stephanie Scott MD,46-60,Female,Africa,Electronics,4284.41,247.98,25-02-2024,0.46,Cash,Platinum,3.6
277,Patrick Riddle,18-25,Other,Australia,Groceries,3687.04,1417.87,14-03-2024,7.95,Cash,Silver,4.2
278,Richard Scott,36-45,Male,Africa,Furniture,314.25,330.94,23-06-2024,29.05,Debit Card,Gold,3.1
279,Carlos Gutierrez,60+,Female,Europe,Books,4719.55,608.88,02-02-2024,15.57,Bank Transfer,Gold,2.7
280,Bianca Brown,60+,Female,Australia,Books,1882.3,627.38,13-03-2024,25.9,Bank Transfer,Bronze,3
281,Michael Cobb,46-60,Female,North America,Clothing,2037.68,869.43,02-05-2024,9.42,Credit Card,Gold,3.3
282,Kristin Gould,36-45,Male,Europe,Electronics,2623.51,418.36,15-12-2024,0.32,Digital Wallet,Gold,2.2
283,Patricia Hart,36-45,Other,Africa,Sports,1714.42,1002.92,03-10-2024,8.08,Credit Card,Gold,1.1
284,Dennis Stewart,36-45,Male,North America,Books,3864.74,286.32,08-07-2024,26.62,Bank Transfer,Bronze,3.4
285,Eric Hernandez,60+,Female,Europe,Clothing,2035.27,1184.55,29-09-2024,17.97,Digital Wallet,Gold,4.3
286,Jasmin Huynh,18-25,Female,Australia,Groceries,2435.96,214.13,06-10-2024,24.57,Credit Card,Silver,4
287,Kim Riley,46-60,Male,North America,Toys,4203.56,1384.9,19-10-2024,17,Bank Transfer,Bronze,2.2
288,Daniel Walsh,26-35,Female,Africa,Electronics,1884.56,778.24,11-10-2024,23.03,Bank Transfer,Silver,2.1
289,Rachael Barr,18-25,Male,North America,Books,1597.16,1232.88,06-07-2024,26.2,Bank Transfer,Bronze,4.9
290,John Petersen,60+,Male,Asia,Books,3526.18,172.06,31-10-2024,27.92,Bank Transfer,Silver,2.1
291,Anthony James,26-35,Other,Asia,Books,3075.5,246.28,03-03-2024,4.82,Credit Card,Gold,1.6
292,Luis Rocha,18-25,Female,Africa,Furniture,2709.06,1392.91,15-08-2024,25.97,Digital Wallet,Silver,1.6
293,Ryan Kemp,18-25,Male,North America,Electronics,3261.79,808.44,24-06-2024,8.55,Cash,Bronze,1.1
294,Lynn Simmons,46-60,Female,Asia,Toys,384.23,232.99,28-06-2024,29.11,Digital Wallet,Silver,4
295,Alexander Johnson,18-25,Other,Asia,Furniture,4300.96,663.43,12-12-2024,14.54,Digital Wallet,Silver,3.3
296,Joyce Ponce,46-60,Other,Africa,Groceries,2790.57,1145.78,11-06-2024,0.61,Bank Transfer,Gold,2.1
297,Mr. Jason Campbell,46-60,Male,North America,Furniture,737.49,205.04,04-06-2024,15.38,Cash,Silver,4.7
298,Jimmy Jordan PhD,46-60,Male,Australia,Books,434.51,640.38,14-09-2024,23.14,Digital Wallet,Gold,3.7
299,Patrick Maldonado,26-35,Female,Asia,Sports,149.17,1262.14,02-05-2024,24.83,Credit Card,Gold,3
300,Matthew Davis,26-35,Male,North America,Toys,422.64,890.31,01-02-2024,17.5,Credit Card,Silver,5
301,Megan Rogers,46-60,Male,Australia,Groceries,3076.76,1184.51,10-03-2024,13.4,Digital Wallet,Silver,3.1
302,Jennifer Schmidt,26-35,Female,Asia,Electronics,1664.01,1026.11,19-04-2024,11.75,Debit Card,Bronze,3.5
303,William Goodwin,26-35,Other,North America,Electronics,1232.89,157.8,18-10-2024,8.95,Debit Card,Bronze,4
304,Sheri Hernandez,60+,Female,Europe,Sports,1494.89,750.55,25-04-2024,3.46,Debit Card,Platinum,3.6
305,Jimmy Gray,36-45,Male,North America,Sports,207.45,349.84,22-07-2024,27.59,Cash,Gold,2
306,Ronald Chen MD,18-25,Other,North America,Electronics,2912.45,1247.89,27-06-2024,18.02,Cash,Silver,4.9
307,Blake White,18-25,Female,North America,Furniture,405.23,648.4,22-10-2024,20.63,Debit Card,Bronze,3
308,Kevin Pitts,18-25,Female,North America,Sports,1348.92,116.42,01-11-2024,17.52,Debit Card,Platinum,2.6
309,Daniel Anderson,36-45,Other,Asia,Electronics,3025.28,262.39,30-11-2024,1.93,Debit Card,Bronze,3.2
310,Danielle Smith,26-35,Female,Asia,Electronics,690.29,536.95,04-12-2024,25.23,Debit Card,Bronze,2.9
311,Andrea Klein,26-35,Female,North America,Groceries,1538.94,481.27,19-08-2024,12.38,Debit Card,Silver,4.8
312,Elizabeth Gregory,46-60,Other,North America,Groceries,2490.16,4.87,03-12-2024,8.07,Bank Transfer,Gold,2.5
313,Leonard White,36-45,Other,Europe,Clothing,4425.78,105.56,30-03-2024,1.95,Credit Card,Silver,2.9
314,Gary King,18-25,Other,Europe,Clothing,994.36,595.76,28-04-2024,18.66,Debit Card,Silver,3.9
315,Heather Burke,36-45,Other,North America,Groceries,3000.49,1287.01,14-11-2024,13.38,Cash,Platinum,3.1
316,Wendy Sherman,60+,Male,Europe,Electronics,3388.67,1014.98,02-05-2024,14.13,Digital Wallet,Silver,3.1
317,Laura Barron,60+,Female,Australia,Electronics,853.7,973.07,07-03-2024,14.25,Cash,Bronze,4.1
318,Hunter Nelson,18-25,Male,Asia,Clothing,480.56,1131.21,30-06-2024,18.93,Credit Card,Platinum,4.4
319,Stephen Hill,60+,Other,Europe,Furniture,3612.38,1166.31,21-04-2024,23.07,Cash,Gold,2.1
320,Stephen Barnett,26-35,Female,Europe,Toys,2184,1429.88,06-04-2024,18.52,Cash,Bronze,3.1
321,Victoria Franco,36-45,Male,Asia,Groceries,2810.11,630.35,09-04-2024,29.72,Digital Wallet,Platinum,4.9
322,Christopher Calhoun,46-60,Female,Asia,Electronics,1363.81,1172.94,12-11-2024,5.58,Bank Transfer,Platinum,2
323,William Bullock,36-45,Male,Africa,Groceries,2300.16,232.77,21-02-2024,13.59,Credit Card,Platinum,3.9
324,Jonathan Mendez,26-35,Female,Africa,Furniture,1395.53,1052.18,02-08-2024,25.67,Credit Card,Silver,1
325,Mark Mann,18-25,Female,Asia,Groceries,1672.59,1431.57,06-01-2024,26.01,Cash,Gold,2.5
326,Ashley Flores,36-45,Female,Australia,Books,2512.87,585.51,04-10-2024,3.74,Bank Transfer,Platinum,3.5
327,Eric Smith,26-35,Male,Africa,Furniture,4542.03,1044.61,02-10-2024,1.53,Credit Card,Gold,3.5
328,Madison Torres,60+,Other,North America,Furniture,1645.52,353.77,04-04-2024,20.25,Cash,Gold,2.2
329,Lisa Garrison,60+,Other,Europe,Toys,2449.12,1437.91,30-04-2024,4.61,Credit Card,Bronze,4.4
330,Vincent Dean,18-25,Female,North America,Toys,2162.09,820.04,19-09-2024,8.05,Credit Card,Silver,4.9
331,Bridget Evans,60+,Other,Asia,Clothing,2038.84,30.81,29-09-2024,0.54,Credit Card,Platinum,4.7
332,Jonathan Lindsey,46-60,Female,Asia,Furniture,3325.88,448.38,18-01-2024,13.75,Bank Transfer,Gold,4
333,Courtney Reid,60+,Other,Africa,Groceries,2230.92,319.73,11-12-2024,21.92,Bank Transfer,Platinum,4.5
334,Dakota Brown,46-60,Male,North America,Toys,2568.49,601.47,28-02-2024,5.01,Bank Transfer,Bronze,1.6
335,Jacob Thompson,60+,Other,Europe,Books,33.42,531.45,02-09-2024,4.49,Debit Card,Silver,3.9
336,Heather Ward,36-45,Male,Asia,Electronics,3708.14,1215.55,15-08-2024,13.48,Digital Wallet,Platinum,1.7
337,Christopher Flores,46-60,Male,North America,Sports,928.75,459.08,06-09-2024,25.14,Digital Wallet,Platinum,1.7
338,Lisa Brooks,18-25,Female,Australia,Books,4302.66,903.28,02-08-2024,17.5,Cash,Platinum,1.1
339,Billy Holloway,36-45,Female,Australia,Electronics,1269.3,705.32,01-04-2024,2.55,Credit Card,Silver,4.3
340,Anna Obrien,36-45,Female,Africa,Groceries,17.66,481.12,31-08-2024,27.84,Cash,Silver,4.5
341,Edward Burke,26-35,Male,Asia,Clothing,2466.91,397.98,25-10-2024,8.51,Bank Transfer,Gold,2.2
342,Darlene House,18-25,Other,North America,Books,1212.06,455.6,24-10-2024,0.38,Digital Wallet,Bronze,3.2
343,Barbara Sanford,18-25,Other,Europe,Groceries,2630.11,1402.32,09-05-2024,10.31,Debit Card,Silver,5
344,Robert Robinson,18-25,Female,Europe,Toys,1447.47,277.28,28-04-2024,18.83,Cash,Silver,1.3
345,Claire Williams,36-45,Female,Europe,Books,3223.17,620.63,06-10-2024,21.59,Debit Card,Gold,1.5
346,Pamela Jones,60+,Female,Africa,Books,1325.68,533.76,02-09-2024,19.66,Debit Card,Bronze,1.3
347,Monica Smith,26-35,Female,Australia,Electronics,3618.01,658.88,29-05-2024,11.05,Bank Transfer,Bronze,2.3
348,Paige Chang,18-25,Male,North America,Clothing,4656.04,990.33,27-11-2024,13.58,Cash,Silver,1.7
349,David Fisher,46-60,Other,Africa,Clothing,2807.15,116.59,11-04-2024,14.19,Bank Transfer,Platinum,2.6
350,Lee Morse,36-45,Male,Australia,Sports,4878.63,697.79,17-02-2024,19.71,Cash,Platinum,3.3
351,Elizabeth Bonilla,60+,Other,Asia,Furniture,326.59,1116.87,20-11-2024,21.82,Credit Card,Silver,2
352,Preston Mcneil,46-60,Female,Asia,Toys,4234.31,629.1,22-05-2024,27.38,Cash,Bronze,4.4
353,Terrance Watkins,46-60,Male,Asia,Furniture,1108.18,919.24,29-04-2024,27.47,Digital Wallet,Platinum,2.8
354,Todd Campbell,46-60,Other,Europe,Sports,3976.61,1417.52,08-05-2024,14.87,Debit Card,Platinum,2.4
355,Christian Jones,36-45,Male,Asia,Books,4837.82,776.68,08-09-2024,0.31,Digital Wallet,Platinum,2.5
356,Sarah Kelly,46-60,Other,Africa,Groceries,95.9,780.96,18-02-2024,27.14,Bank Transfer,Gold,4.5
357,Mark Meyer,26-35,Male,North America,Sports,3785.89,21,07-09-2024,14.31,Credit Card,Silver,2.9
358,Matthew Meyer,60+,Female,North America,Sports,195.91,272.25,08-03-2024,22.26,Bank Transfer,Gold,1.2
359,Tyler Robinson,46-60,Male,Europe,Furniture,1195.43,880.51,28-02-2024,11.89,Digital Wallet,Silver,4.2
360,Derek Hoffman,18-25,Female,Europe,Clothing,832.02,163.39,10-11-2024,25.34,Bank Transfer,Platinum,4.2
361,Lisa Miller,46-60,Male,Europe,Books,3955.58,498.8,30-06-2024,9.84,Credit Card,Gold,2.1
362,Mario Oneill,46-60,Other,Europe,Books,2836.86,15.46,12-02-2024,10.84,Bank Transfer,Gold,2.6
363,Nathan Hughes,36-45,Other,North America,Toys,469.23,1283.73,14-02-2024,27.53,Digital Wallet,Platinum,3.4
364,Jose Tate MD,18-25,Male,Asia,Toys,3655.97,275.86,27-07-2024,18.56,Cash,Platinum,4.4
365,Ashley Hansen,26-35,Male,North America,Sports,4560.28,142.49,12-07-2024,9.58,Digital Wallet,Platinum,2.9
366,Andrea Leon,60+,Male,Asia,Furniture,2163.12,1070.53,11-08-2024,27.5,Bank Transfer,Silver,3.2
367,Robert Rodriguez,36-45,Male,Africa,Sports,1643.38,990.74,01-04-2024,7.11,Credit Card,Gold,2.6
368,Crystal Avila,18-25,Other,North America,Sports,580.48,37.38,18-11-2024,23.93,Credit Card,Gold,1.4
369,Bruce Mason,60+,Other,North America,Electronics,3025.2,135.3,24-04-2024,27.91,Cash,Silver,3.7
370,Alexandra Hayes,46-60,Female,North America,Groceries,3276.48,954.25,24-11-2024,22.25,Digital Wallet,Gold,2.5
371,Kimberly Burgess,46-60,Other,Australia,Groceries,2498.63,1008.59,26-05-2024,4.23,Credit Card,Bronze,4.5
372,Kimberly Jones,36-45,Female,North America,Electronics,4397.21,29.31,28-07-2024,5.28,Digital Wallet,Bronze,2.6
373,Amy Brown,46-60,Female,Asia,Toys,1320.56,1117.8,13-08-2024,16.73,Credit Card,Bronze,1.5
374,Veronica Butler,18-25,Female,North America,Electronics,4325.14,985.44,13-09-2024,2.55,Digital Wallet,Silver,4.9
375,Kathleen Hall,46-60,Male,Europe,Books,1477.53,253.01,07-05-2024,4.81,Credit Card,Gold,4.1
376,Manuel Greene,36-45,Female,North America,Books,4990.96,159.3,30-07-2024,23.69,Bank Transfer,Silver,4.2
377,Brittany Williams,60+,Other,Australia,Sports,4366.72,864.11,27-10-2024,13.06,Credit Card,Bronze,2.1
378,Cameron West,36-45,Female,North America,Sports,1887.73,625.58,02-01-2024,28.42,Digital Wallet,Platinum,2.7
379,Lauren Rodriguez,36-45,Male,North America,Clothing,480.97,41.68,17-10-2024,5.48,Cash,Silver,1.8
380,Sarah Pugh,36-45,Other,Europe,Electronics,3206.45,1356.44,23-06-2024,16.08,Bank Transfer,Platinum,4.1
381,Mark Hendrix,36-45,Male,Australia,Groceries,4182.68,89.33,10-11-2024,16.81,Cash,Platinum,4.2
382,Larry Logan,26-35,Other,Europe,Groceries,2287.13,608.3,23-04-2024,13.72,Debit Card,Platinum,3.1
383,Christopher Thompson,46-60,Male,Europe,Clothing,360.38,1406.79,07-02-2024,12.85,Cash,Gold,3.8
384,Terry Whitney,18-25,Male,Africa,Groceries,4487.59,215.68,09-10-2024,2.52,Credit Card,Gold,1.7
385,Jonathan Rojas,46-60,Male,Europe,Sports,2924.71,1319.08,19-02-2024,1,Credit Card,Gold,3.9
386,Lisa Perry,60+,Other,Asia,Furniture,4539.5,185.53,25-09-2024,15.05,Credit Card,Bronze,2.5
387,Miguel Odom,26-35,Other,Asia,Furniture,3333.57,1324.42,07-07-2024,6.76,Bank Transfer,Platinum,4.1
388,Christine Riley,36-45,Female,Europe,Furniture,1169.81,92.19,29-08-2024,24.14,Debit Card,Platinum,3.2
389,Grace Lee,36-45,Male,Australia,Electronics,4779.35,296.22,13-12-2024,8.74,Bank Transfer,Bronze,3.9
390,Carmen Bailey,26-35,Female,Asia,Books,4827.71,267.94,12-08-2024,16.34,Digital Wallet,Silver,2.7
391,Randall Villanueva,36-45,Other,North America,Books,4660.68,815.76,13-07-2024,24.67,Credit Card,Silver,1.5
392,Erik Smith,60+,Female,Asia,Books,484.71,968.85,18-08-2024,25.15,Bank Transfer,Platinum,3.5
393,Eric Hays,26-35,Female,Australia,Clothing,3780.28,325.86,05-11-2024,19.45,Digital Wallet,Bronze,2.2
394,Kevin Mccann,60+,Other,Australia,Toys,4209.1,134.66,20-11-2024,3.96,Cash,Platinum,1
395,Mary Lewis,60+,Other,Asia,Clothing,3245.67,1413.52,04-12-2024,15.8,Cash,Bronze,4.7
396,Amanda Munoz,18-25,Female,Europe,Electronics,4075.12,100.38,08-02-2024,4.35,Credit Card,Gold,2.8
397,Yolanda Carter,18-25,Female,Europe,Toys,2735.87,121.12,11-09-2024,20.87,Bank Transfer,Silver,3.9
398,Ryan Dean,18-25,Female,North America,Electronics,4008.7,752.15,07-09-2024,13.63,Digital Wallet,Silver,2.4
399,Matthew Banks,60+,Female,North America,Clothing,4408.01,654.74,21-03-2024,0.29,Bank Transfer,Silver,2.3
400,Holly Hernandez,46-60,Male,North America,Clothing,4548.94,756.65,07-07-2024,19.77,Bank Transfer,Platinum,3.2
401,Miguel Guerrero,36-45,Male,North America,Groceries,2389.61,50.49,28-02-2024,14.28,Bank Transfer,Silver,3.6
402,David Ramirez,26-35,Male,Africa,Books,2333.55,839.89,04-10-2024,21.38,Bank Transfer,Bronze,1.8
403,John Lee,26-35,Male,Africa,Furniture,600.43,380.58,25-09-2024,9.36,Debit Card,Platinum,3
404,Patricia Johnson,46-60,Female,Africa,Clothing,759.1,1416.65,19-02-2024,4.91,Bank Transfer,Platinum,2.9
405,Nicolas Fisher,46-60,Female,Australia,Electronics,2375.45,460.08,03-07-2024,25.67,Bank Transfer,Platinum,3.6
406,Shawn Barnett,18-25,Female,North America,Furniture,4047.36,474.41,29-05-2024,5.54,Digital Wallet,Platinum,4.6
407,Kelly Smith,36-45,Other,Africa,Electronics,2655.08,677.52,29-05-2024,24.71,Bank Transfer,Platinum,4.7
408,Amanda Johnson,26-35,Other,Europe,Clothing,4855.34,455.25,18-04-2024,21.8,Digital Wallet,Bronze,3.5
409,Kaitlin Harris,18-25,Female,North America,Groceries,3420.92,246.17,18-11-2024,13.48,Bank Transfer,Gold,1.2
410,Mary Tucker,26-35,Female,Africa,Groceries,3870.42,1208.83,18-06-2024,28.57,Credit Card,Bronze,3.9
411,Richard Myers,18-25,Female,Europe,Books,4716.28,920.68,16-08-2024,25.06,Digital Wallet,Platinum,2.5
412,Steven Sims,46-60,Female,Europe,Clothing,2532.6,1369.99,16-06-2024,18.19,Cash,Platinum,2
413,Desiree Cox,46-60,Other,Australia,Sports,656.83,763.85,16-03-2024,23.6,Cash,Silver,4.9
414,Eric Robinson,36-45,Male,Europe,Sports,1816.8,1404.15,22-10-2024,20.47,Credit Card,Gold,1.5
415,James Kirk,18-25,Other,Europe,Furniture,3497.2,682.45,08-04-2024,14.64,Cash,Silver,1.4
416,Janet Martin,26-35,Male,North America,Sports,394.6,373.69,18-04-2024,6.61,Credit Card,Platinum,3.7
417,Keith Allen,46-60,Other,Australia,Toys,2833.41,1143.41,13-01-2024,25.64,Debit Card,Platinum,2.3
418,Whitney Murphy,60+,Male,Asia,Electronics,4485.81,236.38,29-11-2024,0.18,Cash,Silver,3.6
419,Sydney Brooks,36-45,Male,Europe,Sports,3962.07,334.05,01-06-2024,13.34,Credit Card,Bronze,1.4
420,Sydney Brown MD,46-60,Male,Australia,Clothing,4736.68,1307.66,18-09-2024,12.09,Debit Card,Platinum,3.8
421,Adrian Clark,60+,Other,Australia,Clothing,109.63,215.9,04-07-2024,15.8,Bank Transfer,Silver,4
422,Kristina Cannon,36-45,Female,North America,Toys,2809.56,1090.15,01-02-2024,20.66,Debit Card,Platinum,2.8
423,George Peterson,60+,Male,Australia,Books,2703.31,990.7,24-07-2024,4.71,Digital Wallet,Silver,4.4
424,Christopher Carson,46-60,Male,Africa,Toys,4041.49,853.09,04-07-2024,0.82,Debit Card,Bronze,2.7
425,Craig Allison,26-35,Other,North America,Books,473.32,1024.53,13-03-2024,10.11,Credit Card,Platinum,2.5
426,Mr. Christopher Frost,36-45,Male,Africa,Sports,4802.02,1259.67,04-05-2024,29.72,Digital Wallet,Bronze,4.2
427,Juan Ortiz,36-45,Male,North America,Toys,4233.55,1082.92,10-12-2024,4.49,Bank Transfer,Silver,3.9
428,Jodi Petty,46-60,Female,Asia,Furniture,129.2,144.23,22-08-2024,27.53,Debit Card,Silver,1.9
429,Erika Mccarthy,26-35,Other,Africa,Clothing,4876.27,1193.23,02-03-2024,8.43,Bank Transfer,Bronze,3.1
430,Katherine Gonzalez,46-60,Male,North America,Books,1014.91,75.64,17-04-2024,29.79,Credit Card,Gold,2.1
431,Karen Garcia,46-60,Male,North America,Clothing,1426.25,759.24,25-05-2024,29.32,Credit Card,Gold,1.8
432,Ashley Miller,36-45,Male,Africa,Electronics,1879.83,775.97,22-02-2024,13.39,Credit Card,Platinum,2.1
433,Adam Davis,46-60,Female,Africa,Sports,3059.03,490.71,15-09-2024,11.09,Credit Card,Silver,4.8
434,Andrea Donaldson,36-45,Male,Africa,Groceries,2645.37,500.61,01-04-2024,12.34,Bank Transfer,Gold,3.9
435,Logan Bell,26-35,Male,Asia,Furniture,4787.3,975.52,07-08-2024,3.54,Bank Transfer,Bronze,4.7
436,Kevin Gonzalez,26-35,Female,Australia,Clothing,2248.3,248.42,14-04-2024,17.45,Digital Wallet,Gold,3.5
437,Evelyn Mack,18-25,Other,Africa,Books,2619.97,1220.18,20-05-2024,12.5,Bank Transfer,Gold,1.6
438,Loretta Kelly,18-25,Female,North America,Books,2024.22,1301.39,10-08-2024,8.54,Bank Transfer,Silver,3.7
439,Lori Rice,18-25,Male,Asia,Furniture,2203.61,365.35,12-06-2024,2.02,Cash,Gold,1.9
440,Wyatt Scott,18-25,Other,North America,Sports,2691.11,484.31,02-12-2024,14.84,Bank Transfer,Platinum,3.5
441,Pamela Vaughn,46-60,Female,North America,Books,150.08,1414.28,12-02-2024,2.7,Credit Card,Silver,3.1
442,Patricia Wright,36-45,Male,Europe,Books,2915.73,393.73,23-02-2024,3.14,Digital Wallet,Bronze,2.4
443,Brian Peters,60+,Female,Africa,Books,788.48,1198.29,06-12-2024,2.16,Digital Wallet,Gold,4.8
444,Kevin Torres,18-25,Other,Australia,Books,3976.76,1235.15,06-10-2024,13.34,Credit Card,Gold,4.2
445,Jeremy Snyder,60+,Male,Europe,Sports,1957.32,896.32,02-11-2024,9.06,Credit Card,Bronze,1.1
446,Justin Miller,18-25,Other,Asia,Electronics,1752.21,1048.89,09-09-2024,2.13,Bank Transfer,Bronze,1.3
447,Robert Mata,18-25,Other,Africa,Furniture,2766.53,113.13,16-09-2024,28.37,Bank Transfer,Platinum,1.1
448,Anthony Gibbs,26-35,Other,Africa,Books,3623.92,1397.95,30-08-2024,15.94,Bank Transfer,Platinum,4.8
449,Jessica Allen,36-45,Male,Africa,Groceries,1741.74,468.54,05-11-2024,10.33,Digital Wallet,Gold,4
450,Hayley Noble,26-35,Other,Asia,Toys,738.08,26.35,03-01-2024,22.95,Cash,Platinum,4.8
451,Marcus Ray,26-35,Other,Europe,Furniture,1436.05,294.96,01-04-2024,8.16,Digital Wallet,Bronze,1.4
452,Kristen Griffin,46-60,Female,Australia,Groceries,2167.37,1311.79,23-11-2024,0.1,Bank Transfer,Platinum,4.5
453,Danielle Leonard,18-25,Male,North America,Electronics,760.95,152.21,03-08-2024,25.26,Digital Wallet,Silver,5
454,Paul Kelly,26-35,Female,Africa,Books,1549.06,207.98,14-08-2024,2.39,Credit Card,Platinum,4.7
455,Tammy Martin,46-60,Female,Africa,Groceries,4009.03,1230.47,06-06-2024,11.43,Digital Wallet,Platinum,3.6
456,Michelle Jones,46-60,Other,Africa,Toys,503.47,1119.6,01-03-2024,24.72,Bank Transfer,Platinum,1.6
457,Heather Harris,26-35,Female,Australia,Clothing,234.6,1107.62,05-07-2024,9.31,Cash,Platinum,4.1
458,Tara Walker DDS,46-60,Other,North America,Books,3901.18,559.71,28-03-2024,9.01,Credit Card,Bronze,3.7
459,David Rodriguez,26-35,Other,Australia,Sports,3320.26,1005.9,07-02-2024,3.29,Digital Wallet,Platinum,4.3
460,Sue Sanchez,18-25,Other,Asia,Groceries,2117.23,774.11,17-01-2024,6.32,Cash,Gold,2.5
